sample_id,sample_barcode,collection_label,analysis,project,site_code,transect_name,site_name,collection_date,distance,collection_time,sample_type,habitat,host,trophic,site_type,metadata,lat,long,processing,notes
WMEA_02098_No_4,02098,Sediment,MS,SuperTransect,04,STDrumRoadMakai,STDrumRoadMakai4,20190618,300m,12:08,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62155199,-158.017085,Ship to Dorrestein lab,
WMEA_02099_No_4,02099,Sediment,DNA,SuperTransect,04,STDrumRoadMakai,STDrumRoadMakai4,20190618,300m,12:08,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62155199,-158.017085,Transfer to extraction tube,
WMEA_02100_No_5,02100,SoilShallow,MS,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62068103,-158.017351,Ship to Dorrestein lab,
WMEA_02101_No_5,02101,SoilShallow,DNA,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62068103,-158.017351,Transfer to extraction tube,
WMEA_02102_No_5,02102,SoilDeep,MS,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62068103,-158.017351,Ship to Dorrestein lab,
WMEA_02103_No_5,02103,SoilDeep,DNA,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62068103,-158.017351,Transfer to extraction tube,
WMEA_02104_No_5,02104,Water,MS,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62068103,-158.017351,Ship to Dorrestein lab,
WMEA_02105_No_5,02105,Water,DNA,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62068103,-158.017351,Transfer to extraction tube,
WMEA_02106_No_5,02106,Sediment,MS,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62068103,-158.017351,Ship to Dorrestein lab,
WMEA_02107_No_5,02107,Sediment,DNA,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62068103,-158.017351,Transfer to extraction tube,
WMEA_02108_No_6,02108,SoilShallow,MS,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,12:55,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62005699,-158.016589,Ship to Dorrestein lab,
WMEA_02109_No_6,02109,SoilShallow,DNA,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,12:55,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62005699,-158.016589,Transfer to extraction tube,
WMEA_02110_No_6,02110,SoilDeep,MS,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,12:55,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62005699,-158.016589,Ship to Dorrestein lab,
WMEA_02111_No_6,02111,SoilDeep,DNA,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,12:55,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62005699,-158.016589,Transfer to extraction tube,
WMEA_02112_No_6,02112,Water,MS,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,12:55,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62005699,-158.016589,Ship to Dorrestein lab,
WMEA_02113_No_6,02113,Water,DNA,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,12:55,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62005699,-158.016589,Transfer to extraction tube,
WMEA_02114_No_6,02114,Sediment,MS,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,12:55,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62005699,-158.016589,Ship to Dorrestein lab,
WMEA_02115_No_6,02115,Sediment,DNA,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,12:55,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62005699,-158.016589,Transfer to extraction tube,
WMEA_02116_No_7,02116,SoilShallow,MS,SuperTransect,07,STDrumRoadMakai,STDrumRoadMakai7,20190618,600m,13:16,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62050702,-158.015754,Ship to Dorrestein lab,
WMEA_02117_No_7,02117,SoilShallow,DNA,SuperTransect,07,STDrumRoadMakai,STDrumRoadMakai7,20190618,600m,13:16,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.62050702,-158.015754,Transfer to extraction tube,
WMEA_02118_No_7,02118,SoilDeep,MS,SuperTransect,07,STDrumRoadMakai,STDrumRoadMakai7,20190618,600m,13:16,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62050702,-158.015754,Ship to Dorrestein lab,
WMEA_02119_No_7,02119,SoilDeep,DNA,SuperTransect,07,STDrumRoadMakai,STDrumRoadMakai7,20190618,600m,13:16,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.62050702,-158.015754,Transfer to extraction tube,
WMEA_02120_No_7,02120,Water,MS,SuperTransect,07,STDrumRoadMakai,STDrumRoadMakai7,20190618,600m,13:16,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62050702,-158.015754,Ship to Dorrestein lab,
WMEA_02121_No_7,02121,Water,DNA,SuperTransect,07,STDrumRoadMakai,STDrumRoadMakai7,20190618,600m,13:16,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.62050702,-158.015754,Transfer to extraction tube,
WMEA_02122_No_7,02122,Sediment,MS,SuperTransect,07,STDrumRoadMakai,STDrumRoadMakai7,20190618,600m,13:16,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62050702,-158.015754,Ship to Dorrestein lab,
WMEA_02123_No_7,02123,Sediment,DNA,SuperTransect,07,STDrumRoadMakai,STDrumRoadMakai7,20190618,600m,13:16,Sediment,Riverine,Nonhost,Environmental,Transect,,21.62050702,-158.015754,Transfer to extraction tube,
WMEA_02124_No_8,02124,SoilShallow,MS,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:31,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.61986002,-158.015093,Ship to Dorrestein lab,
WMEA_02125_No_8,02125,SoilShallow,DNA,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:31,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.61986002,-158.015093,Transfer to extraction tube,
WMEA_02126_No_8,02126,SoilDeep,MS,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:31,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.61986002,-158.015093,Ship to Dorrestein lab,
WMEA_02127_No_8,02127,SoilDeep,DNA,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:31,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.61986002,-158.015093,Transfer to extraction tube,
WMEA_02128_No_8,02128,Water,MS,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:31,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.61986002,-158.015093,Ship to Dorrestein lab,
WMEA_02129_No_8,02129,Water,DNA,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:31,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.61986002,-158.015093,Transfer to extraction tube,
WMEA_02130_No_8,02130,Sediment,MS,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:31,Sediment,Riverine,Nonhost,Environmental,Transect,,21.61986002,-158.015093,Ship to Dorrestein lab,
WMEA_02131_No_8,02131,Sediment,DNA,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:31,Sediment,Riverine,Nonhost,Environmental,Transect,,21.61986002,-158.015093,Transfer to extraction tube,
WMEA_02428_Pl_1,02428,PlantShoot,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,11:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,Ship to Dorrestein lab,
WMEA_02429_Pl_1,02429,PlantShoot,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,11:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,Ship to Dorrestein lab,
WMEA_02430_Pl_1,02430,PlantShoot,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,11:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,Ship to Dorrestein lab,
WMEA_02431_Pl_1,02431,PlantShoot,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,11:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,Freeze Dry,
WMEA_02432_Pl_1,02432,PlantShoot,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,11:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,Freeze Dry,
WMEA_02433_Pl_1,02433,PlantShoot,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,11:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,Freeze Dry,
WMEA_02434_Pl_1,02434,PlantRoot,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,11:10,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,Ship to Dorrestein lab,
WMEA_02435_Pl_1,02435,PlantRoot,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,11:10,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,Ship to Dorrestein lab,
WMEA_02436_Pl_1,02436,PlantRoot,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,11:10,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,Ship to Dorrestein lab,
WMEA_02437_Pl_1,02437,PlantRoot,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,11:10,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,Freeze Dry,
WMEA_02438_Pl_1,02438,PlantRoot,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,11:10,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,Freeze Dry,
WMEA_02439_Pl_1,02439,PlantRoot,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,11:10,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,Freeze Dry,
WMEA_02440_Pl_5,02440,PlantShoot,MS,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,Ship to Dorrestein lab,
WMEA_02441_Pl_5,02441,PlantShoot,MS,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,Ship to Dorrestein lab,
WMEA_02442_Pl_5,02442,PlantShoot,MS,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,Ship to Dorrestein lab,
WMEA_02443_Pl_5,02443,PlantShoot,DNA,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,Freeze Dry,
WMEA_02445_Pl_5,02445,PlantShoot,DNA,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,Freeze Dry,
WMEA_02446_Pl_5,02446,PlantRoot,MS,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,Ship to Dorrestein lab,
WMEA_02447_Pl_5,02447,PlantRoot,MS,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,Ship to Dorrestein lab,
WMEA_02448_Pl_5,02448,PlantRoot,MS,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,Ship to Dorrestein lab,
WMEA_02449_Pl_5,02449,PlantRoot,DNA,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,Freeze Dry,
WMEA_02450_Pl_5,02450,PlantRoot,DNA,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,Freeze Dry,
WMEA_02451_Pl_5,02451,PlantRoot,DNA,SuperTransect,05,STDrumRoadMakai,STDrumRoadMakai5,20190618,400m,12:25,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,Freeze Dry,
WMEA_02452_Pl_8,02452,PlantShoot,MS,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:35,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,Ship to Dorrestein lab,
WMEA_02453_Pl_8,02453,PlantShoot,MS,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:35,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,Ship to Dorrestein lab,
WMEA_02454_Pl_8,02454,PlantShoot,MS,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:35,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,Ship to Dorrestein lab,
WMEA_02455_Pl_8,02455,PlantShoot,DNA,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:35,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,Freeze Dry,
WMEA_02456_Pl_8,02456,PlantShoot,DNA,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:35,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,Freeze Dry,
WMEA_02457_Pl_8,02457,PlantShoot,DNA,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:35,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,Freeze Dry,
WMEA_02458_Pl_8,02458,PlantRoot,MS,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:35,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,Ship to Dorrestein lab,
WMEA_02459_Pl_8,02459,PlantRoot,MS,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:35,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,Ship to Dorrestein lab,
WMEA_02460_Pl_8,02460,PlantRoot,MS,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:35,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,Ship to Dorrestein lab,
WMEA_02461_Pl_8,02461,PlantRoot,DNA,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:35,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,Freeze Dry,
WMEA_02462_Pl_8,02462,PlantRoot,DNA,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:35,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,Freeze Dry,
WMEA_02463_Pl_8,02463,PlantRoot,DNA,SuperTransect,08,STDrumRoadMakai,STDrumRoadMakai8,20190618,700m,13:35,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,Freeze Dry,
WMEA_03114_An_1,03114,Drosophila,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62209304,-158.019156,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03115_An_1,03115,Drosophila,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62209304,-158.019156,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03116_An_1,03116,Drosophila,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62209304,-158.019156,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03117_An_1,03117,Drosophila,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62209304,-158.019156,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03118_An_1,03118,Drosophila,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62209304,-158.019156,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03121_An_1,03121,Drosophila,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62209304,-158.019156,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03122_An_1,03122,Drosophila,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62209304,-158.019156,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03123_An_1,03123,Drosophila,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62209304,-158.019156,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03124_An_1,03124,Drosophila,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62209304,-158.019156,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03125_An_1,03125,Drosophila,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62209304,-158.019156,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03128_An_1,03128,Drosophila,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila sp,21.62209304,-158.019156,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03129_An_1,03129,Drosophila,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila sp,21.62209304,-158.019156,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03130_An_1,03130,Drosophila,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila sp,21.62209304,-158.019156,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03131_An_1,03131,Drosophila,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila sp,21.62209304,-158.019156,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03132_An_1,03132,Drosophila,MS,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila sp,21.62209304,-158.019156,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03135_An_1,03135,Drosophila,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila sp,21.62209304,-158.019156,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03136_An_1,03136,Drosophila,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila sp,21.62209304,-158.019156,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03137_An_1,03137,Drosophila,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila sp,21.62209304,-158.019156,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03138_An_1,03138,Drosophila,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila sp,21.62209304,-158.019156,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03139_An_1,03139,Drosophila,DNA,SuperTransect,01,STDrumRoadMakai,STDrumRoadMakai1,20190618,0m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila sp,21.62209304,-158.019156,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03140_An_6,03140,Drosophila,DNA,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila sp,21.62209304,-158.019156,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03142_An_6,03142,Drosophila,MS,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62005699,-158.016589,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03143_An_6,03143,Drosophila,MS,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62005699,-158.016589,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03144_An_6,03144,Drosophila,MS,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62005699,-158.016589,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03145_An_6,03145,Drosophila,MS,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62005699,-158.016589,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03146_An_6,03146,Drosophila,MS,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62005699,-158.016589,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03147_An_6,03147,Drosophila,MS,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62005699,-158.016589,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03148_An_6,03148,Drosophila,MS,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62005699,-158.016589,Ship to Dorrestein lab,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03149_An_6,03149,Drosophila,DNA,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62005699,-158.016589,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03150_An_6,03150,Drosophila,DNA,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62005699,-158.016589,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03151_An_6,03151,Drosophila,DNA,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62005699,-158.016589,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03152_An_6,03152,Drosophila,DNA,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62005699,-158.016589,NA,Collected by Matthew Medeiros and identified by Yew lab
WMEA_03153_An_6,03153,Drosophila,DNA,SuperTransect,06,STDrumRoadMakai,STDrumRoadMakai6,20190618,500m,NA,Drosophila,Terrestrial,Animal,Herbivore,Transect,Drosophila quadrilineata,21.62005699,-158.016589,NA,Collected by Matthew Medeiros and identified by Yew lab
